,id,follow,meet,givefuture,info,march,sign,give12m,compromise,tempobama,tempblack,tempwhite,temphisp,temppolice,tempfem,tempmuslim,tempsci,dem_cand,rep_cand,lazyb,lazy_w,lazy_h,lazy_m,violent_b,violent_w,violent_h,violent_m,econ_now,econ12m,pidAggr,ISSUES_1,ISSUES_2,ISSUES_3,ISSUES_4,ISSUES_5,ISSUES_6,ISSUES_7,ISSUES_8,ISSUES_9,ISSUES_10,ISSUES_11,ISSUES_12,ISSUES_13,ISSUES_14,ISSUES_15,ISSUES_16,ISSUES_17,ISSUES_18,ISSUES_19,ISSUES_20,ISSUES_21,discb,disch,discw,discg,discwo,discm,discmu,discc,discselfsex,srvspend,camfin,imlegal,imnumb,eqpay,pleave,crime_spend,death,terrorworry,terror12m,terrorlocal,incgp20,isistroops,mnwge,hlthspend,childcr,get_ahead,ladder,fin_well,warm,warm_cause,warm_do,free_trade,stpwhite,stpblack,frcwhite,frcblack,pkdeficit,pkspend,vaccine,autism,obama_muslim,amer_identity,race_identity,buycott,boycott,skin_tone,skin_disc,birthyr,gender
1070,1071,4,5,5,5,2,2,2,2,50,50,48,52,50,53,50,48,5.0,11.0,3,3,3,3,3,3,3,3,3,3,3.0,8,8,8,2,8,8,8,3,4,1,8,8,8,8,8,8,8,8,8,8,8,3,3,3,1,3,3,2,1,3,997,4,6,6,1,1,4,4,3,9,3,1,4,1,4,4,3,4,4,1,1,1,4,3,5,3,4,2,4,4,3,1,3,3,2,2,2,3,1992,2
1074,1075,2,5,5,5,2,2,2,2,1,65,74,24,61,12,1,20,5.0,9.0,4,4,5,5,3,5,3,1,5,5,3.0,8,8,8,8,8,2,8,8,3,4,8,8,8,8,1,8,8,8,8,8,8,4,4,2,4,3,4,4,3,4,7,1,6,6,4,3,3,1,2,2,3,1,4,1,1,2,1,7,7,1,1,1,4,2,2,2,2,1,4,4,3,1,2,3,2,2,2,4,1962,2
1077,1078,3,5,5,5,2,2,2,2,0,86,87,0,50,50,0,72,5.0,9.0,3,3,1,1,3,4,1,1,5,5,3.0,8,8,4,8,8,8,8,8,8,1,8,8,8,8,2,8,8,8,8,8,3,2,4,2,5,3,5,3,1,5,4,4,4,5,1,1,1,1,9,1,1,1,7,2,1,3,1,7,7,1,1,1,5,2,3,3,4,1,2,1,2,1,2,4,2,2,2,4,1992,2
1058,1059,3,4,5,4,2,2,2,2,62,72,72,71,66,69,50,72,3.0,4.0,3,3,5,5,5,5,5,3,4,3,3.0,8,8,8,8,8,1,8,8,3,4,8,8,8,8,8,8,8,8,8,2,8,2,3,2,1,2,3,3,3,5,7,6,2,4,4,1,3,2,2,3,4,3,4,1,2,2,2,6,6,2,3,4,3,3,3,3,3,2,3,2,5,2,2,3,2,2,2,5,1992,1
837,838,1,3,3,5,2,2,2,1,49,49,38,49,32,52,49,50,3.0,11.0,5,5,5,5,5,5,5,5,3,3,3.0,8,4,8,8,8,8,8,8,2,8,8,8,8,8,8,8,8,8,3,1,8,1,1,5,1,2,4,1,5,5,4,1,1,3,1,1,5,5,9,3,4,1,7,1,3,3,2,7,7,1,1,1,3,2,4,2,5,1,4,1,6,2,5,5,2,2,3,5,1990,1
1078,1079,2,3,5,3,2,2,2,1,41,84,94,71,86,45,38,71,5.0,11.0,3,4,3,3,3,3,3,2,4,3,3.0,8,8,8,1,8,8,8,8,8,2,8,8,8,8,8,8,3,8,8,8,4,2,2,4,2,4,4,2,4,2,7,4,5,5,1,1,5,1,1,3,2,1,2,1,2,1,3,4,3,2,3,3,4,2,2,2,2,2,2,2,5,2,2,2,2,2,2,4,1995,2
967,968,1,1,1,1,1,1,2,2,66,100,21,100,29,100,100,100,3.0,11.0,4,4,4,4,4,4,4,4,3,3,3.0,8,8,8,8,8,8,8,3,8,8,8,8,8,2,8,8,1,8,4,8,8,1,1,5,1,1,4,1,4,4,7,1,1,1,1,1,1,7,9,5,5,1,7,1,1,1,2,7,7,1,1,1,1,2,5,2,5,1,4,1,6,2,5,1,1,1,1,5,1992,2
1082,1083,2,5,5,5,2,2,2,1,30,100,100,100,100,2,50,100,3.0,3.0,5,5,5,5,5,5,5,5,4,5,3.0,8,1,2,8,8,8,8,8,8,8,4,8,8,8,8,8,8,8,8,8,3,4,4,3,3,4,2,2,4,3,3,3,1,4,1,5,3,2,9,4,4,1,1,3,4,4,3,6,5,1,1,1,2,2,2,2,2,1,2,1,6,2,3,5,2,2,2,4,1986,1
1083,1084,2,3,5,5,2,2,2,1,17,82,42,79,54,70,67,42,1.0,9.0,2,3,3,2,2,3,2,2,4,4,3.0,8,8,8,3,8,8,8,8,8,8,2,8,8,8,8,8,1,8,8,4,8,4,4,5,4,3,5,2,5,3,3,3,3,2,1,1,3,1,3,3,5,4,6,1,3,1,2,5,5,1,1,1,6,1,3,2,2,3,2,3,5,2,2,2,2,2,3,4,1989,1
1084,1085,4,5,5,5,2,2,2,2,0,100,100,100,75,40,88,95,3.0,9.0,3,3,5,5,1,1,1,1,3,3,3.0,8,4,8,8,8,8,8,8,8,8,8,8,2,8,8,8,8,3,8,8,1,3,4,1,3,4,2,2,1,5,1,4,1,3,1,1,4,2,2,9,3,3,3,2,3,3,5,1,2,1,1,3,1,4,4,3,3,1,3,4,3,2,3,5,2,2,1,5,1985,1
1090,1091,1,2,4,5,1,2,2,1,100,89,88,100,100,70,80,100,1.0,8.0,4,5,5,5,4,5,4,5,2,3,3.0,8,8,4,8,8,8,2,8,8,8,1,8,8,8,8,8,8,8,8,3,8,3,3,5,4,4,5,1,3,4,4,1,1,1,1,2,2,1,3,9,4,2,2,1,4,3,5,4,4,1,1,1,2,1,3,2,3,1,1,1,3,2,2,1,2,1,5,4,1986,2
829,830,4,5,5,5,2,2,2,1,75,50,91,94,84,74,62,86,1.0,1.0,2,3,5,4,3,5,4,3,1,4,3.0,8,8,8,8,8,2,8,8,4,3,1,8,8,8,8,8,8,8,8,8,8,2,2,5,2,2,4,3,5,5,997,2,2,3,1,2,2,6,2,9,2,3,6,1,3,3,3,4,3,1,1,1,1,1,3,2,4,2,3,4,4,2,2,2,2,2,4,3,1978,2
828,829,2,5,5,5,2,2,2,1,86,84,51,69,50,50,80,59,1.0,11.0,5,3,5,4,4,4,5,4,3,3,3.0,8,1,3,8,8,8,8,8,8,4,8,8,8,8,2,8,8,8,8,8,8,5,5,5,4,5,5,4,5,5,997,4,4,4,4,4,3,7,5,5,5,2,3,2,4,4,2,5,4,1,1,3,3,1,1,2,3,1,1,4,3,2,4,2,2,2,1,5,1984,1
836,837,2,4,5,5,2,2,2,2,6,59,59,74,87,53,54,72,5.0,1.0,5,5,5,5,5,5,5,5,4,3,3.0,8,8,8,8,8,8,8,3,8,8,1,8,8,8,4,8,8,8,8,2,8,4,3,3,4,3,5,4,2,4,4,6,2,4,2,2,4,1,9,2,4,2,3,1,2,2,2,3,4,1,1,2,4,3,3,3,3,1,2,2,6,2,2,4,2,2,1,4,1960,2
1056,1057,2,4,5,5,2,2,2,2,1,4,16,15,31,0,1,57,5.0,9.0,1,4,4,1,1,3,3,1,4,4,3.0,8,3,8,8,8,8,4,2,8,8,8,1,8,8,8,8,8,8,8,8,8,5,5,1,5,4,4,5,1,1,997,3,7,7,4,3,3,1,9,3,4,2,3,2,7,1,2,7,5,2,3,4,3,3,5,3,3,3,3,1,6,1,1,1,2,2,1,4,1982,2
853,854,3,5,5,5,2,2,2,2,82,0,0,79,2,49,0,2,1.0,11.0,1,1,4,2,1,2,3,1,2,2,3.0,8,8,8,8,8,8,8,8,4,8,1,8,8,8,2,3,8,8,8,8,8,1,3,3,3,3,4,1,3,5,3,4,4,4,4,4,7,4,3,3,3,3,4,1,5,5,3,4,4,2,3,4,4,2,5,5,5,2,1,4,3,2,1,1,2,2,2,5,1988,1
857,858,1,4,5,5,2,2,2,1,89,91,87,50,41,52,77,98,4.0,10.0,5,5,5,5,5,5,5,5,4,2,3.0,8,2,8,8,8,8,8,8,8,8,1,8,8,8,8,3,8,8,4,8,8,3,4,4,3,4,5,2,4,5,2,1,3,5,4,1,4,1,4,9,4,1,3,4,7,7,4,1,2,1,2,4,1,3,4,3,4,1,2,1,6,2,4,4,2,2,2,5,1981,1
1021,1022,3,4,5,5,2,2,2,1,22,72,72,71,80,55,8,89,3.0,11.0,4,4,4,3,3,3,3,3,3,4,3.0,8,8,8,8,4,8,8,8,8,3,8,2,8,8,8,8,8,8,8,8,1,3,3,4,3,4,5,1,3,4,5,2,4,6,1,2,3,1,1,9,2,4,2,1,2,2,3,4,5,2,3,3,4,3,3,3,3,1,2,3,5,1,1,3,2,2,1,5,1962,2
883,884,2,5,5,5,2,2,2,2,5,99,91,94,98,50,48,51,3.0,9.0,2,5,5,5,3,3,3,3,3,3,3.0,8,8,8,8,8,4,8,8,8,8,2,8,8,8,8,1,8,8,8,3,8,2,2,2,2,2,2,2,2,3,997,2,7,4,1,1,4,7,3,9,4,3,7,2,4,4,3,4,4,1,3,4,4,5,5,5,5,2,2,4,2,1,2,3,2,2,3,3,1991,1
1022,1023,2,3,2,4,2,2,2,1,40,58,35,4,33,79,6,35,3.0,6.0,4,4,4,4,3,3,3,1,4,5,3.0,4,8,8,8,8,2,8,8,8,1,8,8,8,8,3,8,8,8,8,8,8,3,3,4,2,4,5,1,3,5,6,5,3,7,1,1,7,1,1,2,2,3,1,1,1,1,2,6,7,2,2,1,7,5,5,4,4,2,2,1,3,1,2,2,2,2,2,5,1985,2
880,881,2,2,3,3,2,2,2,2,60,49,72,42,63,100,2,61,3.0,5.0,3,3,3,3,3,3,3,3,3,3,3.0,8,8,8,8,8,8,8,2,3,8,4,8,8,8,1,8,8,8,8,8,8,4,4,4,3,4,5,1,5,5,997,4,4,4,4,4,4,4,9,5,5,1,7,1,1,1,1,4,4,1,3,4,4,3,3,3,3,2,2,4,3,2,5,5,2,2,1,5,1925,2
879,880,1,1,2,4,2,2,2,1,57,88,61,97,69,68,70,89,2.0,6.0,3,3,4,3,3,4,4,4,4,3,3.0,8,8,8,8,8,1,8,8,8,8,8,8,8,8,8,8,8,2,4,8,3,2,2,4,3,2,5,2,5,3,4,3,3,4,7,7,2,2,1,9,3,1,7,2,4,4,2,2,6,1,3,7,3,3,4,3,4,2,1,1,5,2,4,4,1,1,2,5,1963,2
876,877,3,5,5,5,2,2,2,2,15,85,85,76,85,60,40,89,5.0,4.0,5,5,5,5,4,5,5,4,4,3,3.0,8,4,8,8,8,1,8,8,8,3,8,8,8,8,8,8,8,8,8,8,2,3,3,4,3,4,4,2,4,4,4,1,3,6,1,1,2,2,9,3,4,2,6,2,3,3,2,3,3,2,2,4,2,3,3,3,3,1,4,1,6,2,2,4,2,2,2,5,1959,2
1030,1031,4,5,5,5,2,2,2,1,60,51,51,50,63,50,31,54,5.0,11.0,5,3,5,5,4,4,4,4,2,4,3.0,8,8,8,8,8,8,8,8,8,1,4,2,8,8,8,8,8,8,8,3,8,3,4,4,2,4,4,3,4,4,997,4,4,4,2,3,4,4,9,5,5,2,4,1,4,3,2,3,4,2,3,4,4,2,3,3,3,2,3,3,4,2,3,4,2,2,3,5,1993,2
868,869,1,5,3,4,2,2,2,1,26,85,85,85,45,75,30,90,3.0,7.0,5,5,5,5,3,4,4,3,3,3,3.0,8,8,8,8,4,8,8,8,1,8,8,8,8,8,8,3,8,8,8,2,8,3,3,4,2,4,4,4,5,4,4,2,2,2,1,1,6,5,3,4,4,1,6,1,3,3,2,5,5,1,3,3,6,3,3,3,4,1,4,1,6,2,3,5,2,1,2,4,1959,1
1032,1033,3,5,5,5,2,2,2,1,60,50,58,92,57,62,38,45,1.0,4.0,5,5,5,5,5,5,5,5,4,4,3.0,8,8,8,8,8,1,8,8,8,8,4,8,8,3,8,8,2,8,8,8,8,3,3,2,2,3,5,1,4,3,5,4,6,5,1,1,2,2,9,2,2,1,7,1,1,1,2,6,6,1,3,4,4,2,5,3,3,1,2,1,4,2,1,1,2,1,4,3,1973,2
1036,1037,2,2,4,2,2,2,2,2,31,97,91,97,89,51,68,52,3.0,6.0,5,5,5,5,3,3,3,3,2,1,3.0,8,4,8,8,8,8,8,8,8,8,8,1,8,8,8,8,8,8,2,8,3,2,2,2,2,2,2,2,2,2,2,6,1,4,1,2,4,3,9,1,2,1,2,2,7,3,2,6,7,1,3,7,3,2,3,3,3,1,3,2,3,2,1,3,1,1,2,4,1994,2
1039,1040,2,1,1,1,2,1,1,1,42,50,50,50,41,46,50,89,3.0,6.0,3,3,3,3,1,1,1,1,3,2,3.0,8,8,3,8,8,1,8,8,2,8,8,8,8,8,8,4,8,8,8,8,8,1,3,5,1,2,5,2,5,4,7,1,1,1,2,1,5,6,5,5,5,1,6,1,1,1,2,5,6,1,1,1,7,2,5,2,4,1,1,2,4,2,4,3,1,1,1,5,1977,1
866,867,3,4,5,5,2,2,2,1,74,82,68,80,68,99,92,94,5.0,8.0,4,3,5,5,4,3,5,4,2,2,3.0,8,8,3,4,8,8,8,8,8,8,8,8,8,8,8,8,1,8,8,2,8,2,3,5,2,3,5,1,5,3,3,3,4,4,1,2,4,1,4,4,4,3,4,2,6,6,3,3,4,1,3,3,2,2,4,2,4,1,1,1,6,2,4,5,2,1,1,5,1996,2
865,866,4,5,5,5,2,2,2,1,25,13,85,11,1,67,4,73,1.0,9.0,1,5,2,3,1,5,1,1,4,5,3.0,8,8,8,8,8,8,1,2,8,3,8,8,8,8,8,8,8,4,8,8,8,1,1,3,1,2,5,1,5,3,1,1,4,6,1,1,7,4,2,1,4,1,4,1,1,7,2,7,7,1,1,1,7,3,3,4,5,1,4,1,6,1,4,1,2,1,1,3,1980,2
1043,1044,1,1,2,2,2,1,2,1,51,80,80,80,80,41,41,60,1.0,9.0,5,5,5,5,4,4,4,3,3,3,3.0,8,8,8,8,8,3,1,4,8,8,8,8,8,8,8,8,8,8,8,8,2,3,4,4,5,4,4,4,2,4,4,1,3,6,1,3,4,1,2,2,5,1,2,4,2,4,3,5,5,2,2,7,7,2,3,3,3,1,1,1,6,2,1,5,2,2,3,4,1990,1
864,865,3,3,5,3,2,2,2,2,21,60,78,77,78,31,44,87,5.0,2.0,5,5,5,5,4,4,4,4,5,4,3.0,8,8,8,8,8,8,8,8,8,8,2,8,8,8,8,8,8,4,8,1,3,1,2,3,3,3,5,1,2,3,6,3,4,4,1,1,2,1,3,4,5,1,2,2,4,3,1,5,6,2,3,2,3,3,5,3,4,1,2,1,5,2,2,5,2,2,2,3,1980,2
1047,1048,1,5,4,5,1,1,1,1,99,99,40,99,41,50,52,100,3.0,10.0,3,2,5,5,5,2,5,5,3,4,3.0,8,8,8,8,2,8,8,1,4,3,8,8,8,8,8,8,8,8,8,8,8,1,2,5,2,2,3,2,5,5,4,1,2,4,1,1,4,4,5,4,5,5,6,1,1,1,1,7,6,1,1,1,6,2,5,2,5,1,1,1,3,2,5,1,1,1,6,2,1975,1
1052,1053,4,5,5,5,1,2,2,1,3,100,31,100,73,25,100,100,3.0,11.0,5,2,5,5,5,2,5,5,2,3,3.0,8,8,2,8,8,4,8,8,8,8,8,8,8,8,1,8,8,8,8,3,8,5,5,5,5,5,5,5,5,5,7,7,1,1,1,1,1,7,5,9,5,1,7,1,1,1,1,7,7,1,1,7,4,2,5,2,5,2,1,1,6,2,5,5,2,2,2,1,1989,1
863,864,3,5,5,5,2,2,2,1,70,90,89,79,70,61,49,90,5.0,11.0,5,5,5,5,5,5,5,5,3,3,3.0,8,8,1,8,8,2,8,8,8,8,8,8,8,8,8,4,8,8,8,8,3,2,2,4,2,4,3,2,2,5,997,1,2,4,1,1,1,2,2,9,5,1,4,1,2,3,4,3,2,1,1,1,4,3,4,3,4,2,2,1,6,1,2,5,2,2,3,5,1951,2
858,859,1,4,3,5,2,2,2,1,91,53,46,53,41,82,56,65,3.0,11.0,5,5,5,5,5,5,5,5,2,3,3.0,8,8,2,8,8,8,8,8,1,8,8,8,8,3,8,8,4,8,8,8,8,1,2,5,3,2,4,2,5,1,6,1,1,1,1,1,4,7,4,9,5,1,6,1,1,1,2,6,7,1,1,1,7,2,5,2,5,3,1,2,6,2,5,5,1,1,3,5,1977,2
885,886,4,5,5,5,2,2,2,2,52,61,59,60,55,52,41,65,5.0,9.0,4,4,5,4,5,5,5,5,3,3,3.0,8,8,8,8,8,2,8,8,8,1,8,8,8,8,4,3,8,8,8,8,8,3,2,5,2,5,5,2,5,5,7,4,5,6,2,1,4,1,9,4,5,3,7,1,1,6,1,7,7,2,2,4,4,2,3,2,3,3,2,1,1,2,3,4,2,2,4,5,1959,2
704,705,2,5,3,5,2,2,2,1,94,91,93,89,71,53,70,73,1.0,6.0,5,5,5,5,5,5,5,5,2,3,3.0,8,8,8,8,8,1,8,8,4,8,2,8,8,3,8,8,8,8,8,8,8,2,2,4,3,2,3,1,4,5,5,4,1,4,1,1,2,7,4,9,5,1,7,1,2,1,3,3,2,1,1,1,2,2,4,3,4,1,3,1,6,2,1,1,2,2,5,1,1951,1
1,2,2,4,5,4,2,2,2,1,39,6,74,6,65,53,22,91,1.0,1.0,1,3,3,2,2,3,3,1,4,4,3.0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,2,8,1,4,8,8,3,5,3,2,3,4,4,5,4,5,6,1,5,3,1,1,2,2,9,3,3,1,6,1,2,2,2,3,5,2,3,4,4,4,4,4,4,1,2,1,5,2,3,2,2,2,1,5,1957,2
697,698,1,1,3,1,1,1,1,2,0,48,60,50,49,0,0,71,2.0,7.0,4,4,4,4,5,5,5,2,5,5,3.0,8,2,4,8,8,8,8,8,8,1,3,8,8,8,8,8,8,8,8,8,8,5,5,3,5,5,3,4,5,5,1,1,1,4,1,1,7,1,5,9,5,3,7,4,7,7,3,5,4,1,2,7,7,2,2,4,4,1,1,7,1,2,5,4,1,1,4,5,1973,1
295,296,2,5,4,3,2,2,2,1,4,93,85,87,81,53,46,54,5.0,4.0,5,5,5,5,5,5,5,4,3,3,3.0,2,8,8,3,8,8,8,8,8,8,8,8,1,8,8,4,8,8,8,8,8,4,4,4,4,4,5,4,2,5,2,4,2,2,1,7,3,7,9,3,4,2,4,3,4,6,4,5,5,1,2,6,3,3,3,2,2,1,1,2,5,2,2,1,1,1,2,5,1961,2
294,295,1,4,5,5,2,1,2,1,0,41,85,61,70,9,3,89,5.0,9.0,2,4,5,1,2,4,3,1,4,4,3.0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,3,8,8,8,8,8,3,4,5,3,4,4,4,2,3,4,3,3,4,4,3,2,1,2,3,3,3,4,3,4,4,3,5,4,2,3,5,3,3,3,3,3,1,3,1,6,1,1,2,2,2,4,4,1954,1
293,294,3,5,5,5,2,2,2,2,68,91,90,80,81,59,50,75,5.0,11.0,5,5,5,5,5,5,5,5,4,3,3.0,8,2,8,8,8,4,8,8,8,8,3,8,8,8,8,8,8,8,8,8,1,3,3,3,3,3,3,3,3,5,997,4,3,5,2,3,4,3,9,4,4,2,4,1,3,2,2,3,3,2,3,4,4,4,4,2,2,1,4,2,5,2,2,2,2,2,2,5,1965,2
288,289,2,5,5,5,2,2,2,1,26,46,47,11,78,54,3,9,3.0,9.0,2,4,4,4,2,5,5,2,4,4,3.0,8,8,8,8,8,8,4,8,1,8,2,8,8,8,3,8,8,8,8,8,8,3,4,4,4,4,5,3,3,4,2,2,3,5,1,2,3,1,3,4,4,1,6,1,6,3,1,7,7,1,3,6,4,2,4,3,3,1,4,2,2,1,2,2,2,2,1,5,1961,2
285,286,2,5,5,5,2,2,2,1,14,71,75,47,75,13,0,31,5.0,8.0,5,5,5,5,4,4,4,1,3,3,3.0,8,8,8,8,8,8,8,8,8,8,8,8,4,8,2,1,8,3,8,8,8,3,3,3,3,3,3,3,2,4,2,2,4,3,2,1,1,2,1,3,3,1,4,1,3,3,2,5,4,2,1,4,4,3,4,3,3,1,3,1,5,2,1,3,2,2,2,5,1956,2
279,280,1,4,5,5,2,2,2,1,5,63,83,36,50,22,5,56,5.0,1.0,4,4,4,4,3,4,4,3,4,3,3.0,8,8,8,8,8,8,8,8,8,8,1,8,8,8,2,8,8,8,4,8,3,4,4,4,3,4,4,3,4,5,4,2,2,6,3,4,4,4,9,4,2,1,4,1,4,4,2,4,6,1,2,4,3,4,4,3,3,1,4,2,4,2,2,3,2,2,1,5,1956,1
270,271,1,5,3,3,2,1,1,1,98,99,98,97,50,100,98,95,3.0,8.0,4,3,5,5,4,2,5,4,2,2,3.0,8,8,1,8,8,2,8,8,8,8,8,8,8,8,3,4,8,8,8,8,8,2,3,4,3,4,5,1,4,5,7,1,1,3,1,1,6,7,9,2,3,1,7,1,1,3,2,5,6,1,1,1,3,2,5,2,5,1,1,7,2,2,5,4,2,1,2,5,1952,2
268,269,2,5,4,5,2,2,2,1,61,85,85,85,75,70,81,95,3.0,6.0,4,4,4,4,4,4,4,4,2,2,3.0,8,8,1,8,8,8,8,8,2,8,3,8,8,8,8,8,8,8,8,4,8,3,4,5,3,4,5,2,5,5,4,3,2,4,2,1,4,5,3,9,4,1,6,1,3,3,3,4,5,1,1,3,4,2,3,4,5,2,1,1,6,2,4,4,1,1,1,5,1996,1
265,266,1,4,3,4,2,2,2,1,73,92,70,91,81,72,91,93,1.0,1.0,5,5,5,5,5,5,5,5,2,2,3.0,8,8,8,8,8,8,4,8,8,2,1,8,8,8,3,8,8,8,8,8,8,3,3,5,3,4,5,3,4,4,6,7,2,2,1,4,2,6,3,3,4,1,6,1,2,4,3,5,4,1,1,1,1,2,3,2,3,3,1,1,5,2,2,4,1,1,3,5,1967,1
264,265,1,3,5,5,2,1,2,1,1,51,70,2,65,3,1,3,3.0,9.0,4,3,1,4,3,4,3,1,4,5,3.0,8,2,8,8,8,8,8,8,8,8,3,4,8,8,1,8,8,8,8,8,8,4,4,1,5,1,2,3,1,3,1,4,2,6,1,4,3,2,1,9,2,1,1,2,1,7,2,6,6,2,2,7,1,3,5,2,5,1,3,1,4,1,1,5,2,2,3,4,1957,1
262,263,1,3,3,3,2,2,2,2,5,50,51,49,98,41,11,32,4.0,2.0,3,4,5,3,2,2,2,1,5,5,3.0,8,1,8,8,8,8,2,8,8,8,8,3,8,8,8,8,8,8,8,8,4,4,3,2,3,3,1,4,1,4,1,4,2,4,4,7,2,1,2,9,3,4,1,2,7,7,2,7,7,2,3,7,3,3,2,2,2,1,1,4,3,1,1,5,2,1,3,3,1938,2
261,262,2,3,3,4,2,2,2,1,99,79,69,100,79,81,59,89,1.0,8.0,5,5,5,5,4,2,4,1,4,3,3.0,8,8,1,8,8,2,8,8,8,8,4,8,8,8,8,3,8,8,8,8,8,1,3,4,2,2,5,1,4,5,7,7,2,4,1,2,4,3,4,5,5,1,6,2,2,3,2,5,5,1,1,1,5,3,5,2,4,1,4,1,4,2,4,4,2,2,3,4,1941,1
259,260,1,3,1,4,2,2,1,1,86,70,42,61,94,81,62,89,1.0,11.0,2,4,2,3,2,2,3,2,2,2,3.0,8,8,8,3,8,8,8,8,8,8,4,8,8,8,8,1,8,8,8,2,8,2,4,5,3,3,5,2,5,4,7,1,1,2,1,4,2,3,4,4,5,1,7,1,2,3,2,3,5,1,1,1,3,1,5,1,5,1,1,1,5,2,1,5,2,1,3,4,1954,1
299,300,1,4,4,3,1,1,2,1,0,50,64,89,92,1,31,52,5.0,8.0,1,4,5,4,1,3,3,4,4,3,3.0,8,8,8,8,8,8,3,8,8,8,1,2,8,8,4,8,8,8,8,8,8,2,3,3,3,3,4,2,3,4,3,4,2,7,1,1,5,1,3,9,5,2,1,3,2,3,3,3,5,2,2,7,5,3,3,3,3,1,4,5,3,1,1,4,1,1,1,4,1964,2
253,254,1,3,4,2,2,1,2,1,2,49,52,21,80,34,20,60,5.0,9.0,4,4,3,4,4,3,3,4,4,4,3.0,8,8,8,8,3,8,4,8,8,8,8,2,8,8,8,8,8,8,8,8,1,3,5,2,4,3,4,5,2,4,4,5,3,6,1,3,3,2,4,2,4,2,6,2,4,7,3,4,3,1,3,4,4,3,3,4,3,1,3,1,3,1,2,5,2,1,5,3,1933,2
241,242,1,5,5,3,2,2,2,2,70,100,100,100,93,100,95,62,3.0,4.0,5,5,5,5,5,5,5,5,3,3,3.0,8,8,8,8,8,8,8,8,8,8,2,8,1,8,8,8,3,8,8,4,8,4,4,5,4,4,5,2,5,4,5,3,2,4,1,1,3,7,9,2,4,1,3,1,2,3,1,6,5,1,3,2,3,3,3,2,2,1,4,1,6,2,1,1,2,2,2,5,1977,2
237,238,1,3,5,4,2,2,2,2,1,51,60,70,55,1,31,50,3.0,4.0,3,4,3,3,2,3,3,2,3,3,3.0,1,8,8,8,8,8,8,2,8,8,8,8,8,8,8,4,8,8,3,8,8,4,4,4,4,4,4,4,4,5,4,4,2,5,5,4,4,2,3,9,5,1,6,2,3,5,2,5,5,1,2,5,3,3,3,2,3,1,1,6,2,2,3,3,1,1,4,5,1976,1
233,234,1,1,2,2,2,1,1,2,0,51,51,51,70,2,1,49,5.0,4.0,1,3,5,2,2,2,3,1,5,5,3.0,1,2,8,8,8,8,8,4,8,8,8,8,3,8,8,8,8,8,8,8,8,4,2,3,5,4,4,4,1,5,1,3,1,1,4,7,7,1,9,4,5,1,7,4,7,7,4,3,7,2,2,7,6,2,4,3,4,1,1,3,2,1,3,5,1,1,3,5,1963,1
232,233,2,5,5,5,2,2,2,1,65,53,53,52,89,53,55,53,3.0,3.0,3,3,3,3,3,3,3,3,3,3,3.0,8,8,8,8,8,8,8,8,3,8,8,8,8,8,2,1,8,4,8,8,8,2,2,2,2,3,3,2,3,5,4,7,1,4,1,1,3,3,5,4,5,1,5,1,4,3,1,6,7,1,3,5,3,4,4,3,3,1,1,3,3,2,1,5,2,2,2,5,1988,2
231,232,1,5,5,5,2,2,2,1,7,50,83,60,75,6,2,52,2.0,9.0,1,3,4,3,1,4,3,1,5,3,3.0,8,8,8,8,8,8,2,8,8,4,8,3,8,8,8,8,8,8,8,8,1,4,3,2,4,4,2,4,2,4,3,2,2,4,2,2,2,1,2,9,3,2,3,2,4,4,4,3,3,2,2,4,3,1,1,2,2,1,2,3,3,1,2,3,1,2,3,4,1972,1
229,230,1,4,5,5,2,2,2,2,1,50,50,50,95,40,50,50,2.0,9.0,4,5,5,5,3,5,5,4,4,3,3.0,8,8,8,8,8,3,4,8,8,8,1,8,8,8,8,2,8,8,8,8,8,4,3,4,3,4,4,2,4,5,2,4,1,4,1,3,5,2,9,4,5,3,6,2,6,6,3,4,6,2,3,6,2,3,3,4,5,1,3,1,6,1,1,5,2,2,1,5,1946,1
226,227,1,5,3,5,1,2,2,1,26,50,51,50,90,15,30,75,3.0,8.0,4,5,5,3,4,5,5,2,3,4,3.0,8,8,8,8,8,8,2,8,8,8,4,3,8,8,8,8,8,8,8,8,1,4,5,5,4,5,4,5,3,5,1,7,1,2,2,7,4,2,9,2,4,3,3,2,7,7,4,1,6,2,2,7,3,3,2,3,3,1,1,4,6,1,1,3,2,2,2,5,1942,1
222,223,1,4,4,5,2,2,2,1,17,70,70,70,91,30,40,60,3.0,2.0,4,4,4,4,3,4,4,4,3,5,3.0,8,8,8,8,8,8,1,8,8,8,8,8,8,8,8,3,8,2,8,8,4,3,3,3,2,4,4,3,4,4,2,1,5,6,4,6,1,2,9,2,4,2,3,2,6,7,2,7,6,1,1,5,6,3,3,3,3,1,4,2,5,1,1,2,2,2,3,5,1932,2
221,222,2,1,3,2,2,2,1,1,95,100,100,100,95,97,96,100,3.0,11.0,5,5,5,5,4,4,4,4,2,2,3.0,8,8,8,8,8,4,8,2,1,8,8,8,8,8,8,8,8,8,8,3,8,3,3,5,3,4,3,3,5,4,6,1,2,4,1,1,4,7,4,5,5,1,6,1,2,3,2,7,6,1,1,2,4,3,4,3,4,1,1,2,6,2,4,3,1,1,1,4,1978,2
